dir,snr,rx_f28,rx_f60,rx_f73
0,21.9588235294118,-52.0411764705882,-52.0411764705882,-52.0411764705882
0.746,20.3032894736842,-53.6967105263158,-53.6967105263158,-53.6967105263158
1.491,19.3072368421053,-54.6927631578947,-54.6927631578947,-54.6927631578947
2.237,20.0714634146342,-53.9285365853658,-53.9285365853658,-53.9285365853658
2.983,19.81775,-54.18225,-54.18225,-54.18225
3.729,20.1844578313253,-53.8155421686747,-53.8155421686747,-53.8155421686747
4.474,20.2667469879518,-53.7332530120482,-53.7332530120482,-53.7332530120482
5.22,20.0415662650603,-53.9584337349397,-53.9584337349397,-53.9584337349397
5.966,19.8536585365854,-54.1463414634146,-54.1463414634146,-54.1463414634146
6.711,22.21775,-51.78225,-51.78225,-51.78225
7.457,22.3221428571429,-51.6778571428571,-51.6778571428571,-51.6778571428571
8.203,22.8253012048193,-51.1746987951807,-51.1746987951807,-51.1746987951807
8.949,23.3037878787879,-50.6962121212121,-50.6962121212121,-50.6962121212121
9.694,23.7208536585366,-50.2791463414634,-50.2791463414634,-50.2791463414634
10.44,23.5934146341464,-50.4065853658536,-50.4065853658536,-50.4065853658536
11.186,25.9048148148148,-48.0951851851852,-48.0951851851852,-48.0951851851852
11.931,25.4260493827161,-48.5739506172839,-48.5739506172839,-48.5739506172839
12.677,24.4655421686747,-49.5344578313253,-49.5344578313253,-49.5344578313253
13.423,24.72375,-49.27625,-49.27625,-49.27625
14.169,24.8507317073171,-49.1492682926829,-49.1492682926829,-49.1492682926829
14.914,25.01,-48.99,-48.99,-48.99
15.66,23.6991358024691,-50.3008641975309,-50.3008641975309,-50.3008641975309
16.406,23.8015789473684,-50.1984210526316,-50.1984210526316,-50.1984210526316
17.151,23.3272368421053,-50.6727631578947,-50.6727631578947,-50.6727631578947
17.897,22.4165432098766,-51.5834567901234,-51.5834567901234,-51.5834567901234
18.643,22.1826506024097,-51.8173493975903,-51.8173493975903,-51.8173493975903
19.389,21.1919736842105,-52.8080263157895,-52.8080263157895,-52.8080263157895
20.134,19.3805,-54.6195,-54.6195,-54.6195
20.88,18.8690243902439,-55.1309756097561,-55.1309756097561,-55.1309756097561
21.626,19.2978313253012,-54.7021686746988,-54.7021686746988,-54.7021686746988
22.371,18.4127710843374,-55.5872289156626,-55.5872289156626,-55.5872289156626
23.117,18.1896,-55.8104,-55.8104,-55.8104
23.863,19.1429268292683,-54.8570731707317,-54.8570731707317,-54.8570731707317
24.609,19.5506818181818,-54.4493181818182,-54.4493181818182,-54.4493181818182
25.354,19.0527710843374,-54.9472289156626,-54.9472289156626,-54.9472289156626
26.1,18.920375,-55.079625,-55.079625,-55.079625
26.846,18.3248192771084,-55.6751807228916,-55.6751807228916,-55.6751807228916
27.591,20.0968674698795,-53.9031325301205,-53.9031325301205,-53.9031325301205
28.337,18.1836144578313,-55.8163855421687,-55.8163855421687,-55.8163855421687
29.083,19.25575,-54.74425,-54.74425,-54.74425
29.829,20.2390697674419,-53.7609302325581,-53.7609302325581,-53.7609302325581
30.574,19.4775308641975,-54.5224691358025,-54.5224691358025,-54.5224691358025
31.32,17.8917721518987,-56.1082278481013,-56.1082278481013,-56.1082278481013
32.066,16.237027027027,-57.762972972973,-57.762972972973,-57.762972972973
32.811,17.5006097560976,-56.4993902439024,-56.4993902439024,-56.4993902439024
33.557,17.7309638554217,-56.2690361445783,-56.2690361445783,-56.2690361445783
34.303,18.1887804878049,-55.8112195121951,-55.8112195121951,-55.8112195121951
35.049,18.45,-55.55,-55.55,-55.55
35.794,19.6321176470588,-54.3678823529412,-54.3678823529412,-54.3678823529412
36.54,20.4326829268293,-53.5673170731707,-53.5673170731707,-53.5673170731707
37.286,20.5934939759036,-53.4065060240964,-53.4065060240964,-53.4065060240964
38.031,22.4197619047619,-51.5802380952381,-51.5802380952381,-51.5802380952381
38.777,23.0712941176471,-50.9287058823529,-50.9287058823529,-50.9287058823529
39.523,23.444,-50.556,-50.556,-50.556
40.269,24.0723170731707,-49.9276829268292,-49.9276829268292,-49.9276829268292
41.014,24.1612987012987,-49.8387012987013,-49.8387012987013,-49.8387012987013
41.76,24.344375,-49.655625,-49.655625,-49.655625
42.506,24.4975609756098,-49.5024390243902,-49.5024390243902,-49.5024390243902
43.251,24.0813580246914,-49.9186419753086,-49.9186419753086,-49.9186419753086
43.997,23.4222619047619,-50.5777380952381,-50.5777380952381,-50.5777380952381
44.743,23.2902469135803,-50.7097530864197,-50.7097530864197,-50.7097530864197
45.489,22.2726506024096,-51.7273493975904,-51.7273493975904,-51.7273493975904
46.234,20.7054761904762,-53.2945238095238,-53.2945238095238,-53.2945238095238
46.98,21.319156626506,-52.680843373494,-52.680843373494,-52.680843373494
47.726,20.0967073170732,-53.9032926829268,-53.9032926829268,-53.9032926829268
48.471,19.127380952381,-54.872619047619,-54.872619047619,-54.872619047619
49.217,19.4890476190476,-54.5109523809524,-54.5109523809524,-54.5109523809524
49.963,18.6319512195122,-55.3680487804878,-55.3680487804878,-55.3680487804878
50.709,18.0010975609756,-55.9989024390244,-55.9989024390244,-55.9989024390244
51.454,19.9367901234568,-54.0632098765432,-54.0632098765432,-54.0632098765432
52.2,20.8854545454546,-53.1145454545454,-53.1145454545454,-53.1145454545454
52.946,20.4909638554217,-53.5090361445783,-53.5090361445783,-53.5090361445783
53.691,21.8475324675325,-52.1524675324675,-52.1524675324675,-52.1524675324675
54.437,20.343625,-53.656375,-53.656375,-53.656375
55.183,22.7319230769231,-51.2680769230769,-51.2680769230769,-51.2680769230769
55.929,23.554375,-50.445625,-50.445625,-50.445625
56.674,24.3676,-49.6324,-49.6324,-49.6324
57.42,25.7805333333334,-48.2194666666666,-48.2194666666666,-48.2194666666666
58.166,24.7002777777778,-49.2997222222222,-49.2997222222222,-49.2997222222222
58.911,24.79,-49.21,-49.21,-49.21
59.657,24.2117441860465,-49.7882558139535,-49.7882558139535,-49.7882558139535
60.403,24.4168674698795,-49.5831325301205,-49.5831325301205,-49.5831325301205
61.149,25.4286746987952,-48.5713253012048,-48.5713253012048,-48.5713253012048
61.894,25.0678947368421,-48.9321052631579,-48.9321052631579,-48.9321052631579
62.64,24.6094520547945,-49.3905479452055,-49.3905479452055,-49.3905479452055
63.386,25.4238554216868,-48.5761445783132,-48.5761445783132,-48.5761445783132
64.131,24.1802409638554,-49.8197590361446,-49.8197590361446,-49.8197590361446
64.877,23.5931506849315,-50.4068493150685,-50.4068493150685,-50.4068493150685
65.623,22.8192771084337,-51.1807228915662,-51.1807228915662,-51.1807228915662
66.369,22.4265853658537,-51.5734146341463,-51.5734146341463,-51.5734146341463
67.114,22.4066233766234,-51.5933766233766,-51.5933766233766,-51.5933766233766
67.86,22.2135064935065,-51.7864935064935,-51.7864935064935,-51.7864935064935
68.606,22.1563855421687,-51.8436144578313,-51.8436144578313,-51.8436144578313
69.351,20.9676,-53.0324,-53.0324,-53.0324
70.097,21.3454054054054,-52.6545945945946,-52.6545945945946,-52.6545945945946
70.843,20.896935483871,-53.103064516129,-53.103064516129,-53.103064516129
71.589,19.1835616438356,-54.8164383561644,-54.8164383561644,-54.8164383561644
72.334,19.5027777777778,-54.4972222222222,-54.4972222222222,-54.4972222222222
73.08,17.3722857142857,-56.6277142857143,-56.6277142857143,-56.6277142857143
73.826,16.0903896103896,-57.9096103896104,-57.9096103896104,-57.9096103896104
74.571,15.6461333333333,-58.3538666666667,-58.3538666666667,-58.3538666666667
75.317,16.5822368421053,-57.4177631578947,-57.4177631578947,-57.4177631578947
76.063,18.511375,-55.488625,-55.488625,-55.488625
76.809,16.5896923076923,-57.4103076923077,-57.4103076923077,-57.4103076923077
77.554,15.0878571428571,-58.9121428571429,-58.9121428571429,-58.9121428571429
78.3,17.6925,-56.3075,-56.3075,-56.3075
79.046,16.0783116883117,-57.9216883116883,-57.9216883116883,-57.9216883116883
79.791,16.4429333333333,-57.5570666666667,-57.5570666666667,-57.5570666666667
80.537,17.0119696969697,-56.9880303030303,-56.9880303030303,-56.9880303030303
81.283,18.7211428571429,-55.2788571428571,-55.2788571428571,-55.2788571428571
82.029,18.2325714285714,-55.7674285714286,-55.7674285714286,-55.7674285714286
82.774,18.2111904761905,-55.7888095238095,-55.7888095238095,-55.7888095238095
83.52,18.657012987013,-55.342987012987,-55.342987012987,-55.342987012987
84.266,17.967012987013,-56.032987012987,-56.032987012987,-56.032987012987
85.011,15.8787951807229,-58.1212048192771,-58.1212048192771,-58.1212048192771
85.757,19.1276712328767,-54.8723287671233,-54.8723287671233,-54.8723287671233
86.503,18.7143421052632,-55.2856578947368,-55.2856578947368,-55.2856578947368
87.249,18.1386666666667,-55.8613333333333,-55.8613333333333,-55.8613333333333
87.994,18.4538235294118,-55.5461764705882,-55.5461764705882,-55.5461764705882
88.74,19.0451315789474,-54.9548684210526,-54.9548684210526,-54.9548684210526
89.486,18.7912987012987,-55.2087012987013,-55.2087012987013,-55.2087012987013
90.231,19.7781428571429,-54.2218571428571,-54.2218571428571,-54.2218571428571
90.977,19.676231884058,-54.323768115942,-54.323768115942,-54.323768115942
91.723,21.5195652173913,-52.4804347826087,-52.4804347826087,-52.4804347826087
92.469,21.2839473684211,-52.7160526315789,-52.7160526315789,-52.7160526315789
93.214,22.9389333333333,-51.0610666666666,-51.0610666666666,-51.0610666666666
