dir,snr,rx_f28,rx_f60,rx_f73
0,21.142,-52.858,-52.858,-52.858
0.746,19.8826315789474,-54.1173684210526,-54.1173684210526,-54.1173684210526
1.491,20.4731578947368,-53.5268421052632,-53.5268421052632,-53.5268421052632
2.237,22.1757317073171,-51.8242682926829,-51.8242682926829,-51.8242682926829
2.983,21.630375,-52.369625,-52.369625,-52.369625
3.729,21.905421686747,-52.094578313253,-52.094578313253,-52.094578313253
4.474,21.7449397590362,-52.2550602409638,-52.2550602409638,-52.2550602409638
5.22,20.4922891566265,-53.5077108433735,-53.5077108433735,-53.5077108433735
5.966,19.2154878048781,-54.7845121951219,-54.7845121951219,-54.7845121951219
6.711,20.02775,-53.97225,-53.97225,-53.97225
7.457,18.7902380952381,-55.2097619047619,-55.2097619047619,-55.2097619047619
8.203,17.3284337349398,-56.6715662650602,-56.6715662650602,-56.6715662650602
8.949,16.8860606060606,-57.1139393939394,-57.1139393939394,-57.1139393939394
9.694,16.5965853658537,-57.4034146341463,-57.4034146341463,-57.4034146341463
10.44,15.9468292682927,-58.0531707317073,-58.0531707317073,-58.0531707317073
11.186,18.2334567901235,-55.7665432098765,-55.7665432098765,-55.7665432098765
11.931,18.2096296296296,-55.7903703703704,-55.7903703703704,-55.7903703703704
12.677,17.3238554216868,-56.6761445783132,-56.6761445783132,-56.6761445783132
13.423,18.740875,-55.259125,-55.259125,-55.259125
14.169,20.4614634146342,-53.5385365853658,-53.5385365853658,-53.5385365853658
14.914,21.36125,-52.63875,-52.63875,-52.63875
15.66,20.2351851851852,-53.7648148148148,-53.7648148148148,-53.7648148148148
16.406,20.2407894736842,-53.7592105263158,-53.7592105263158,-53.7592105263158
17.151,20.7522368421053,-53.2477631578947,-53.2477631578947,-53.2477631578947
17.897,20.3134567901235,-53.6865432098765,-53.6865432098765,-53.6865432098765
18.643,21.0809638554217,-52.9190361445783,-52.9190361445783,-52.9190361445783
19.389,20.9838157894737,-53.0161842105263,-53.0161842105263,-53.0161842105263
20.134,20.19225,-53.80775,-53.80775,-53.80775
20.88,20.039512195122,-53.960487804878,-53.960487804878,-53.960487804878
21.626,19.2774698795181,-54.7225301204819,-54.7225301204819,-54.7225301204819
22.371,18.1813253012048,-55.8186746987952,-55.8186746987952,-55.8186746987952
23.117,20.2092,-53.7908,-53.7908,-53.7908
23.863,21.7618292682927,-52.2381707317073,-52.2381707317073,-52.2381707317073
24.609,20.8609090909091,-53.1390909090909,-53.1390909090909,-53.1390909090909
25.354,20.0315662650602,-53.9684337349398,-53.9684337349398,-53.9684337349398
26.1,20.612375,-53.387625,-53.387625,-53.387625
26.846,20.8209638554217,-53.1790361445783,-53.1790361445783,-53.1790361445783
27.591,23.4765060240964,-50.5234939759036,-50.5234939759036,-50.5234939759036
28.337,22.2646987951807,-51.7353012048193,-51.7353012048193,-51.7353012048193
29.083,23.127125,-50.872875,-50.872875,-50.872875
29.829,23.6818604651163,-50.3181395348837,-50.3181395348837,-50.3181395348837
30.574,23.2053086419753,-50.7946913580247,-50.7946913580247,-50.7946913580247
31.32,21.8725316455696,-52.1274683544304,-52.1274683544304,-52.1274683544304
32.066,20.9191891891892,-53.0808108108108,-53.0808108108108,-53.0808108108108
32.811,21.1959756097561,-52.8040243902439,-52.8040243902439,-52.8040243902439
33.557,20.4720481927711,-53.5279518072289,-53.5279518072289,-53.5279518072289
34.303,19.9185365853659,-54.0814634146341,-54.0814634146341,-54.0814634146341
35.049,19.1846913580247,-54.8153086419753,-54.8153086419753,-54.8153086419753
35.794,18.3584705882353,-55.6415294117647,-55.6415294117647,-55.6415294117647
36.54,17.4908536585366,-56.5091463414634,-56.5091463414634,-56.5091463414634
37.286,15.6901204819277,-58.3098795180723,-58.3098795180723,-58.3098795180723
38.031,16.240119047619,-57.759880952381,-57.759880952381,-57.759880952381
38.777,16.0894117647059,-57.9105882352941,-57.9105882352941,-57.9105882352941
39.523,16.747875,-57.252125,-57.252125,-57.252125
40.269,18.1573170731707,-55.8426829268293,-55.8426829268293,-55.8426829268293
41.014,19.2935064935065,-54.7064935064935,-54.7064935064935,-54.7064935064935
41.76,20.5845,-53.4155,-53.4155,-53.4155
42.506,20.7253658536585,-53.2746341463415,-53.2746341463415,-53.2746341463415
43.251,21.6154320987654,-52.3845679012346,-52.3845679012346,-52.3845679012346
43.997,22.4440476190476,-51.5559523809524,-51.5559523809524,-51.5559523809524
44.743,23.6459259259259,-50.3540740740741,-50.3540740740741,-50.3540740740741
45.489,23.1385542168675,-50.8614457831325,-50.8614457831325,-50.8614457831325
46.234,22.4365476190476,-51.5634523809524,-51.5634523809524,-51.5634523809524
46.98,23.627108433735,-50.372891566265,-50.372891566265,-50.372891566265
47.726,23.0475609756098,-50.9524390243902,-50.9524390243902,-50.9524390243902
48.471,23.0010714285714,-50.9989285714286,-50.9989285714286,-50.9989285714286
49.217,23.9008333333333,-50.0991666666666,-50.0991666666666,-50.0991666666666
49.963,23.8690243902439,-50.1309756097561,-50.1309756097561,-50.1309756097561
50.709,23.9453658536586,-50.0546341463414,-50.0546341463414,-50.0546341463414
51.454,22.9940740740741,-51.0059259259259,-51.0059259259259,-51.0059259259259
52.2,22.8994318181818,-51.1005681818182,-51.1005681818182,-51.1005681818182
52.946,23.0955421686747,-50.9044578313253,-50.9044578313253,-50.9044578313253
53.691,23.5216883116883,-50.4783116883117,-50.4783116883117,-50.4783116883117
54.437,21.12675,-52.87325,-52.87325,-52.87325
55.183,22.8291025641026,-51.1708974358974,-51.1708974358974,-51.1708974358974
55.929,22.477375,-51.522625,-51.522625,-51.522625
56.674,22.1506666666667,-51.8493333333333,-51.8493333333333,-51.8493333333333
57.42,22.8197333333333,-51.1802666666667,-51.1802666666667,-51.1802666666667
58.166,20.7513888888889,-53.2486111111111,-53.2486111111111,-53.2486111111111
58.911,20.9646428571429,-53.0353571428571,-53.0353571428571,-53.0353571428571
59.657,21.1048837209302,-52.8951162790698,-52.8951162790698,-52.8951162790698
60.403,21.1733734939759,-52.8266265060241,-52.8266265060241,-52.8266265060241
61.149,21.6161445783133,-52.3838554216867,-52.3838554216867,-52.3838554216867
61.894,20.7546052631579,-53.2453947368421,-53.2453947368421,-53.2453947368421
62.64,20.9012328767123,-53.0987671232877,-53.0987671232877,-53.0987671232877
63.386,22.1415662650602,-51.8584337349398,-51.8584337349398,-51.8584337349398
64.131,20.2006024096386,-53.7993975903614,-53.7993975903614,-53.7993975903614
64.877,20.0846575342466,-53.9153424657534,-53.9153424657534,-53.9153424657534
65.623,20.0503614457832,-53.9496385542168,-53.9496385542168,-53.9496385542168
66.369,20.339512195122,-53.660487804878,-53.660487804878,-53.660487804878
67.114,20.6154545454546,-53.3845454545454,-53.3845454545454,-53.3845454545454
67.86,20.8988311688312,-53.1011688311688,-53.1011688311688,-53.1011688311688
68.606,21.0461445783133,-52.9538554216867,-52.9538554216867,-52.9538554216867
69.351,20.6329333333333,-53.3670666666667,-53.3670666666667,-53.3670666666667
70.097,20.5454054054054,-53.4545945945946,-53.4545945945946,-53.4545945945946
70.843,20.6420967741936,-53.3579032258064,-53.3579032258064,-53.3579032258064
71.589,19.1379452054795,-54.8620547945205,-54.8620547945205,-54.8620547945205
72.334,21.3408333333333,-52.6591666666667,-52.6591666666667,-52.6591666666667
73.08,20.4444285714286,-53.5555714285714,-53.5555714285714,-53.5555714285714
73.826,20.1993506493507,-53.8006493506493,-53.8006493506493,-53.8006493506493
74.571,20.542,-53.458,-53.458,-53.458
75.317,21.5648684210526,-52.4351315789474,-52.4351315789474,-52.4351315789474
76.063,23.134375,-50.865625,-50.865625,-50.865625
76.809,21.4872307692308,-52.5127692307692,-52.5127692307692,-52.5127692307692
77.554,20.4321428571429,-53.5678571428571,-53.5678571428571,-53.5678571428571
78.3,23.2580263157895,-50.7419736842105,-50.7419736842105,-50.7419736842105
79.046,23.9107792207792,-50.0892207792208,-50.0892207792208,-50.0892207792208
79.791,24.3664473684211,-49.6335526315789,-49.6335526315789,-49.6335526315789
80.537,24.1541791044776,-49.8458208955224,-49.8458208955224,-49.8458208955224
81.283,25.6644285714286,-48.3355714285714,-48.3355714285714,-48.3355714285714
82.029,25.189,-48.811,-48.811,-48.811
82.774,26.2058333333333,-47.7941666666667,-47.7941666666667,-47.7941666666667
83.52,26.2398701298701,-47.7601298701299,-47.7601298701299,-47.7601298701299
84.266,26.1419480519481,-47.8580519480519,-47.8580519480519,-47.8580519480519
85.011,24.5897590361446,-49.4102409638554,-49.4102409638554,-49.4102409638554
85.757,26.4820547945206,-47.5179452054794,-47.5179452054794,-47.5179452054794
86.503,27.1902631578948,-46.8097368421052,-46.8097368421052,-46.8097368421052
87.249,26.5514666666667,-47.4485333333333,-47.4485333333333,-47.4485333333333
87.994,27.2377941176471,-46.7622058823529,-46.7622058823529,-46.7622058823529
88.74,27.1643421052632,-46.8356578947368,-46.8356578947368,-46.8356578947368
89.486,27.6733766233766,-46.3266233766234,-46.3266233766234,-46.3266233766234
90.231,28.3442857142857,-45.6557142857143,-45.6557142857143,-45.6557142857143
90.977,27.8615942028986,-46.1384057971014,-46.1384057971014,-46.1384057971014
91.723,28.928115942029,-45.071884057971,-45.071884057971,-45.071884057971
92.469,28.9011842105263,-45.0988157894737,-45.0988157894737,-45.0988157894737
93.214,28.4806666666667,-45.5193333333333,-45.5193333333333,-45.5193333333333
93.96,28.9048684210526,-45.0951315789474,-45.0951315789474,-45.0951315789474
94.706,28.0133333333334,-45.9866666666666,-45.9866666666666,-45.9866666666666
95.451,27.6746753246753,-46.3253246753247,-46.3253246753247,-46.3253246753247
96.197,27.862125,-46.137875,-46.137875,-46.137875
96.943,28.4147887323944,-45.5852112676056,-45.5852112676056,-45.5852112676056
97.689,28.261038961039,-45.738961038961,-45.738961038961,-45.738961038961
98.434,28.4804054054054,-45.5195945945946,-45.5195945945946,-45.5195945945946
99.18,29.8814492753623,-44.1185507246377,-44.1185507246377,-44.1185507246377
99.926,28.1722666666667,-45.8277333333333,-45.8277333333333,-45.8277333333333
100.671,27.5982352941177,-46.4017647058823,-46.4017647058823,-46.4017647058823
101.417,28.1832926829269,-45.8167073170731,-45.8167073170731,-45.8167073170731
102.163,25.617012987013,-48.382987012987,-48.382987012987,-48.382987012987
102.909,26.493125,-47.506875,-47.506875,-47.506875
103.654,26.1469879518072,-47.8530120481928,-47.8530120481928,-47.8530120481928
104.4,24.3295238095238,-49.6704761904762,-49.6704761904762,-49.6704761904762
105.146,23.6466216216216,-50.3533783783784,-50.3533783783784,-50.3533783783784
105.891,26.0928395061729,-47.9071604938271,-47.9071604938271,-47.9071604938271
106.637,24.4688,-49.5312,-49.5312,-49.5312
107.383,22.6708333333333,-51.3291666666667,-51.3291666666667,-51.3291666666667
108.129,22.3992682926829,-51.6007317073171,-51.6007317073171,-51.6007317073171
108.874,22.6073170731707,-51.3926829268293,-51.3926829268293,-51.3926829268293
109.62,22.71,-51.29,-51.29,-51.29
110.366,21.4330487804878,-52.5669512195122,-52.5669512195122,-52.5669512195122
111.111,21.0073493975904,-52.9926506024096,-52.9926506024096,-52.9926506024096
111.857,21.6213095238095,-52.3786904761905,-52.3786904761905,-52.3786904761905
112.603,21.532,-52.468,-52.468,-52.468
113.349,23.1361728395062,-50.8638271604938,-50.8638271604938,-50.8638271604938
114.094,23.712,-50.288,-50.288,-50.288
114.84,25.3915789473684,-48.6084210526316,-48.6084210526316,-48.6084210526316
115.586,26.3677631578947,-47.6322368421053,-47.6322368421053,-47.6322368421053
116.331,26.5886746987952,-47.4113253012048,-47.4113253012048,-47.4113253012048
117.077,26.6596052631579,-47.3403947368421,-47.3403947368421,-47.3403947368421
117.823,26.6897590361446,-47.3102409638554,-47.3102409638554,-47.3102409638554
118.569,28.8987671232877,-45.1012328767123,-45.1012328767123,-45.1012328767123
119.314,28.1879710144928,-45.8120289855072,-45.8120289855072,-45.8120289855072
120.06,28.0568674698795,-45.9431325301205,-45.9431325301205,-45.9431325301205
120.806,28.3977027027027,-45.6022972972973,-45.6022972972973,-45.6022972972973
121.551,28.4705,-45.5295,-45.5295,-45.5295
122.297,29.25046875,-44.74953125,-44.74953125,-44.74953125
123.043,29.3573684210526,-44.6426315789474,-44.6426315789474,-44.6426315789474
123.789,29.3585714285714,-44.6414285714285,-44.6414285714285,-44.6414285714285
124.534,29.6062337662338,-44.3937662337662,-44.3937662337662,-44.3937662337662
125.28,29.8395833333334,-44.1604166666666,-44.1604166666666,-44.1604166666666
126.026,29.8021875,-44.1978125,-44.1978125,-44.1978125
126.771,29.451038961039,-44.548961038961,-44.548961038961,-44.548961038961
127.517,29.6479710144928,-44.3520289855072,-44.3520289855072,-44.3520289855072
128.263,30.0613157894737,-43.9386842105263,-43.9386842105263,-43.9386842105263
129.009,30.1994666666667,-43.8005333333333,-43.8005333333333,-43.8005333333333
129.754,29.6172972972973,-44.3827027027027,-44.3827027027027,-44.3827027027027
130.5,29.275,-44.725,-44.725,-44.725
131.246,28.6569736842105,-45.3430263157895,-45.3430263157895,-45.3430263157895
131.991,28.4595180722892,-45.5404819277108,-45.5404819277108,-45.5404819277108
132.737,27.8505479452055,-46.1494520547945,-46.1494520547945,-46.1494520547945
133.483,28.2466153846154,-45.7533846153846,-45.7533846153846,-45.7533846153846
