dir,snr,rx_f28,rx_f60,rx_f73
0,26.7903529411765,-47.2096470588235,-47.2096470588235,-47.2096470588235
0.746,26.0543421052632,-47.9456578947368,-47.9456578947368,-47.9456578947368
1.491,25.8905263157895,-48.1094736842105,-48.1094736842105,-48.1094736842105
2.237,27.5734146341464,-46.4265853658536,-46.4265853658536,-46.4265853658536
2.983,27.910875,-46.089125,-46.089125,-46.089125
3.729,29.499156626506,-44.500843373494,-44.500843373494,-44.500843373494
4.474,29.9,-44.1,-44.1,-44.1
5.22,30.0267469879518,-43.9732530120482,-43.9732530120482,-43.9732530120482
5.966,29.4408536585366,-44.5591463414634,-44.5591463414634,-44.5591463414634
6.711,32.071625,-41.928375,-41.928375,-41.928375
7.457,31.2885714285714,-42.7114285714286,-42.7114285714286,-42.7114285714286
8.203,32.0477108433735,-41.9522891566265,-41.9522891566265,-41.9522891566265
8.949,32.7313636363637,-41.2686363636363,-41.2686363636363,-41.2686363636363
9.694,32.1653658536585,-41.8346341463415,-41.8346341463415,-41.8346341463415
10.44,31.8891463414634,-42.1108536585366,-42.1108536585366,-42.1108536585366
11.186,33.4340740740741,-40.5659259259259,-40.5659259259259,-40.5659259259259
11.931,32.9950617283951,-41.0049382716049,-41.0049382716049,-41.0049382716049
12.677,32.5532530120482,-41.4467469879518,-41.4467469879518,-41.4467469879518
13.423,32.926625,-41.073375,-41.073375,-41.073375
14.169,32.9737804878049,-41.0262195121951,-41.0262195121951,-41.0262195121951
14.914,33.820375,-40.179625,-40.179625,-40.179625
15.66,33.0404938271605,-40.9595061728395,-40.9595061728395,-40.9595061728395
16.406,33.363552631579,-40.636447368421,-40.636447368421,-40.636447368421
17.151,33.0047368421053,-40.9952631578947,-40.9952631578947,-40.9952631578947
17.897,33.401975308642,-40.598024691358,-40.598024691358,-40.598024691358
18.643,33.9861445783133,-40.0138554216867,-40.0138554216867,-40.0138554216867
19.389,34.4215789473684,-39.5784210526316,-39.5784210526316,-39.5784210526316
20.134,34.536625,-39.463375,-39.463375,-39.463375
20.88,35.1131707317073,-38.8868292682927,-38.8868292682927,-38.8868292682927
21.626,35.6763855421687,-38.3236144578313,-38.3236144578313,-38.3236144578313
22.371,35.3744578313253,-38.6255421686747,-38.6255421686747,-38.6255421686747
23.117,35.5553333333334,-38.4446666666666,-38.4446666666666,-38.4446666666666
23.863,36.2365853658537,-37.7634146341463,-37.7634146341463,-37.7634146341463
24.609,36.2243181818182,-37.7756818181818,-37.7756818181818,-37.7756818181818
25.354,36.3856626506024,-37.6143373493976,-37.6143373493976,-37.6143373493976
26.1,36.540125,-37.459875,-37.459875,-37.459875
26.846,35.8337349397591,-38.1662650602409,-38.1662650602409,-38.1662650602409
27.591,37.5336144578313,-36.4663855421687,-36.4663855421687,-36.4663855421687
28.337,36.2175903614458,-37.7824096385542,-37.7824096385542,-37.7824096385542
29.083,36.746,-37.254,-37.254,-37.254
29.829,37.078488372093,-36.921511627907,-36.921511627907,-36.921511627907
30.574,37.3637037037037,-36.6362962962963,-36.6362962962963,-36.6362962962963
31.32,36.8007594936709,-37.1992405063291,-37.1992405063291,-37.1992405063291
32.066,35.6285135135135,-38.3714864864865,-38.3714864864865,-38.3714864864865
32.811,36.6441463414634,-37.3558536585366,-37.3558536585366,-37.3558536585366
33.557,36.6284337349398,-37.3715662650602,-37.3715662650602,-37.3715662650602
34.303,36.4717073170732,-37.5282926829268,-37.5282926829268,-37.5282926829268
35.049,36.1927160493827,-37.8072839506173,-37.8072839506173,-37.8072839506173
35.794,35.88,-38.12,-38.12,-38.12
36.54,36.3057317073171,-37.6942682926829,-37.6942682926829,-37.6942682926829
37.286,36.1730120481928,-37.8269879518072,-37.8269879518072,-37.8269879518072
38.031,36.9042857142857,-37.0957142857143,-37.0957142857143,-37.0957142857143
38.777,36.2362352941177,-37.7637647058823,-37.7637647058823,-37.7637647058823
39.523,35.566125,-38.433875,-38.433875,-38.433875
