dir,snr,rx_f28,rx_f60,rx_f73
0,26.1814117647059,-47.8185882352941,-47.8185882352941,-47.8185882352941
0.746,24.4857894736842,-49.5142105263158,-49.5142105263158,-49.5142105263158
1.491,23.971052631579,-50.028947368421,-50.028947368421,-50.028947368421
2.237,24.65,-49.35,-49.35,-49.35
2.983,23.964875,-50.035125,-50.035125,-50.035125
3.729,24.5842168674699,-49.4157831325301,-49.4157831325301,-49.4157831325301
4.474,24.7578313253012,-49.2421686746988,-49.2421686746988,-49.2421686746988
5.22,24.035421686747,-49.964578313253,-49.964578313253,-49.964578313253
5.966,23.1904878048781,-50.8095121951219,-50.8095121951219,-50.8095121951219
6.711,24.489875,-49.510125,-49.510125,-49.510125
7.457,23.4152380952381,-50.5847619047619,-50.5847619047619,-50.5847619047619
8.203,23.2409638554217,-50.7590361445783,-50.7590361445783,-50.7590361445783
8.949,23.6928787878788,-50.3071212121212,-50.3071212121212,-50.3071212121212
9.694,23.2571951219512,-50.7428048780488,-50.7428048780488,-50.7428048780488
10.44,22.6126829268293,-51.3873170731707,-51.3873170731707,-51.3873170731707
11.186,24.7930864197531,-49.2069135802469,-49.2069135802469,-49.2069135802469
11.931,24.3154320987654,-49.6845679012346,-49.6845679012346,-49.6845679012346
12.677,23.6809638554217,-50.3190361445783,-50.3190361445783,-50.3190361445783
13.423,24.068125,-49.931875,-49.931875,-49.931875
14.169,24.4518292682927,-49.5481707317073,-49.5481707317073,-49.5481707317073
14.914,24.99775,-49.00225,-49.00225,-49.00225
15.66,24.2488888888889,-49.7511111111111,-49.7511111111111,-49.7511111111111
16.406,24.7996052631579,-49.2003947368421,-49.2003947368421,-49.2003947368421
17.151,24.6080263157895,-49.3919736842105,-49.3919736842105,-49.3919736842105
17.897,25.0106172839506,-48.9893827160494,-48.9893827160494,-48.9893827160494
18.643,25.8250602409639,-48.1749397590361,-48.1749397590361,-48.1749397590361
19.389,26.0859210526316,-47.9140789473684,-47.9140789473684,-47.9140789473684
20.134,25.850125,-48.149875,-48.149875,-48.149875
20.88,25.7471951219512,-48.2528048780488,-48.2528048780488,-48.2528048780488
21.626,26.2593975903615,-47.7406024096385,-47.7406024096385,-47.7406024096385
22.371,26.089156626506,-47.910843373494,-47.910843373494,-47.910843373494
23.117,25.7444,-48.2556,-48.2556,-48.2556
23.863,26.6574390243903,-47.3425609756097,-47.3425609756097,-47.3425609756097
24.609,26.47125,-47.52875,-47.52875,-47.52875
25.354,25.9380722891566,-48.0619277108434,-48.0619277108434,-48.0619277108434
26.1,25.595875,-48.404125,-48.404125,-48.404125
26.846,24.2259036144578,-49.7740963855422,-49.7740963855422,-49.7740963855422
27.591,24.8001204819277,-49.1998795180723,-49.1998795180723,-49.1998795180723
28.337,23.0601204819277,-50.9398795180723,-50.9398795180723,-50.9398795180723
29.083,23.9195,-50.0805,-50.0805,-50.0805
29.829,24.5941860465116,-49.4058139534884,-49.4058139534884,-49.4058139534884
30.574,23.4722222222222,-50.5277777777778,-50.5277777777778,-50.5277777777778
31.32,21.9873417721519,-52.0126582278481,-52.0126582278481,-52.0126582278481
32.066,22.4105405405406,-51.5894594594594,-51.5894594594594,-51.5894594594594
32.811,23.965,-50.035,-50.035,-50.035
33.557,23.924578313253,-50.075421686747,-50.075421686747,-50.075421686747
34.303,23.8274390243903,-50.1725609756097,-50.1725609756097,-50.1725609756097
35.049,24.1306172839506,-49.8693827160494,-49.8693827160494,-49.8693827160494
35.794,24.5203529411765,-49.4796470588235,-49.4796470588235,-49.4796470588235
36.54,25.3951219512195,-48.6048780487805,-48.6048780487805,-48.6048780487805
37.286,25.8528915662651,-48.1471084337349,-48.1471084337349,-48.1471084337349
38.031,27.3742857142857,-46.6257142857143,-46.6257142857143,-46.6257142857143
38.777,27.7241176470588,-46.2758823529412,-46.2758823529412,-46.2758823529412
39.523,27.432375,-46.567625,-46.567625,-46.567625
40.269,28.4804878048781,-45.5195121951219,-45.5195121951219,-45.5195121951219
41.014,28.5674025974026,-45.4325974025974,-45.4325974025974,-45.4325974025974
41.76,29.328125,-44.671875,-44.671875,-44.671875
42.506,29.3254878048781,-44.6745121951219,-44.6745121951219,-44.6745121951219
43.251,28.6204938271605,-45.3795061728395,-45.3795061728395,-45.3795061728395
43.997,28.8542857142857,-45.1457142857143,-45.1457142857143,-45.1457142857143
44.743,29.4425925925926,-44.5574074074074,-44.5574074074074,-44.5574074074074
45.489,28.875421686747,-45.124578313253,-45.124578313253,-45.124578313253
46.234,28.149880952381,-45.850119047619,-45.850119047619,-45.850119047619
46.98,28.7112048192771,-45.2887951807229,-45.2887951807229,-45.2887951807229
47.726,27.8898780487805,-46.1101219512195,-46.1101219512195,-46.1101219512195
48.471,28.5997619047619,-45.4002380952381,-45.4002380952381,-45.4002380952381
49.217,29.1534523809524,-44.8465476190476,-44.8465476190476,-44.8465476190476
49.963,28.0370731707317,-45.9629268292683,-45.9629268292683,-45.9629268292683
50.709,28.0179268292683,-45.9820731707317,-45.9820731707317,-45.9820731707317
51.454,27.8470370370371,-46.1529629629629,-46.1529629629629,-46.1529629629629
52.2,27.9434090909091,-46.0565909090909,-46.0565909090909,-46.0565909090909
52.946,27.5489156626506,-46.4510843373494,-46.4510843373494,-46.4510843373494
53.691,28.757012987013,-45.242987012987,-45.242987012987,-45.242987012987
54.437,26.03825,-47.96175,-47.96175,-47.96175
55.183,27.7283333333333,-46.2716666666666,-46.2716666666666,-46.2716666666666
55.929,27.69375,-46.30625,-46.30625,-46.30625
56.674,28.3437333333333,-45.6562666666667,-45.6562666666667,-45.6562666666667
57.42,29.3456,-44.6544,-44.6544,-44.6544
58.166,27.5245833333333,-46.4754166666667,-46.4754166666667,-46.4754166666667
58.911,27.9739285714286,-46.0260714285714,-46.0260714285714,-46.0260714285714
59.657,28.4645348837209,-45.5354651162791,-45.5354651162791,-45.5354651162791
60.403,29.3085542168675,-44.6914457831325,-44.6914457831325,-44.6914457831325
61.149,29.4644578313253,-44.5355421686747,-44.5355421686747,-44.5355421686747
61.894,28.9267105263158,-45.0732894736842,-45.0732894736842,-45.0732894736842
62.64,28.6015068493151,-45.3984931506849,-45.3984931506849,-45.3984931506849
63.386,29.9706024096386,-44.0293975903614,-44.0293975903614,-44.0293975903614
64.131,27.9869879518072,-46.0130120481928,-46.0130120481928,-46.0130120481928
64.877,28.0660273972603,-45.9339726027397,-45.9339726027397,-45.9339726027397
65.623,27.9537349397591,-46.0462650602409,-46.0462650602409,-46.0462650602409
66.369,27.8881707317073,-46.1118292682927,-46.1118292682927,-46.1118292682927
67.114,27.4942857142857,-46.5057142857143,-46.5057142857143,-46.5057142857143
67.86,27.9222077922078,-46.0777922077922,-46.0777922077922,-46.0777922077922
68.606,27.331686746988,-46.668313253012,-46.668313253012,-46.668313253012
69.351,26.7121333333334,-47.2878666666666,-47.2878666666666,-47.2878666666666
70.097,27.7404054054054,-46.2595945945946,-46.2595945945946,-46.2595945945946
70.843,26.8182258064516,-47.1817741935484,-47.1817741935484,-47.1817741935484
71.589,25.1113698630137,-48.8886301369863,-48.8886301369863,-48.8886301369863
72.334,26.6138888888889,-47.3861111111111,-47.3861111111111,-47.3861111111111
73.08,25.167,-48.833,-48.833,-48.833
73.826,24.2246753246753,-49.7753246753247,-49.7753246753247,-49.7753246753247
74.571,23.6888,-50.3112,-50.3112,-50.3112
75.317,23.8268421052632,-50.1731578947368,-50.1731578947368,-50.1731578947368
76.063,24.817125,-49.182875,-49.182875,-49.182875
76.809,24.0112307692308,-49.9887692307692,-49.9887692307692,-49.9887692307692
77.554,22.7025714285714,-51.2974285714286,-51.2974285714286,-51.2974285714286
78.3,22.0430263157895,-51.9569736842105,-51.9569736842105,-51.9569736842105
79.046,21.4697402597403,-52.5302597402597,-52.5302597402597,-52.5302597402597
79.791,22.0244736842105,-51.9755263157895,-51.9755263157895,-51.9755263157895
80.537,21.7338805970149,-52.2661194029851,-52.2661194029851,-52.2661194029851
81.283,21.2917142857143,-52.7082857142857,-52.7082857142857,-52.7082857142857
82.029,20.455,-53.545,-53.545,-53.545
82.774,22.6739285714286,-51.3260714285714,-51.3260714285714,-51.3260714285714
83.52,19.4088311688312,-54.5911688311688,-54.5911688311688,-54.5911688311688
