dir,snr,rx_f28,rx_f60,rx_f73
0,22.3283529411765,-51.6716470588235,-51.6716470588235,-51.6716470588235
0.746,20.8696052631579,-53.1303947368421,-53.1303947368421,-53.1303947368421
1.491,20.2978947368421,-53.7021052631579,-53.7021052631579,-53.7021052631579
2.237,20.6158536585366,-53.3841463414634,-53.3841463414634,-53.3841463414634
2.983,19.862125,-54.137875,-54.137875,-54.137875
3.729,20.67,-53.33,-53.33,-53.33
4.474,20.7274698795181,-53.2725301204819,-53.2725301204819,-53.2725301204819
5.22,19.6522891566265,-54.3477108433735,-54.3477108433735,-54.3477108433735
5.966,19.3470731707317,-54.6529268292683,-54.6529268292683,-54.6529268292683
6.711,21.0575,-52.9425,-52.9425,-52.9425
7.457,20.6916666666667,-53.3083333333333,-53.3083333333333,-53.3083333333333
8.203,21.5325301204819,-52.4674698795181,-52.4674698795181,-52.4674698795181
8.949,21.9656060606061,-52.0343939393939,-52.0343939393939,-52.0343939393939
9.694,21.7167073170732,-52.2832926829268,-52.2832926829268,-52.2832926829268
10.44,22.0867073170732,-51.9132926829268,-51.9132926829268,-51.9132926829268
11.186,24.6946913580247,-49.3053086419753,-49.3053086419753,-49.3053086419753
11.931,24.3867901234568,-49.6132098765432,-49.6132098765432,-49.6132098765432
12.677,24.0365060240964,-49.9634939759036,-49.9634939759036,-49.9634939759036
13.423,25.133625,-48.866375,-48.866375,-48.866375
14.169,25.8336585365854,-48.1663414634146,-48.1663414634146,-48.1663414634146
14.914,26.428875,-47.571125,-47.571125,-47.571125
15.66,26.0562962962963,-47.9437037037037,-47.9437037037037,-47.9437037037037
16.406,27.1047368421053,-46.8952631578947,-46.8952631578947,-46.8952631578947
17.151,26.145,-47.855,-47.855,-47.855
17.897,26.4445679012346,-47.5554320987654,-47.5554320987654,-47.5554320987654
18.643,27.1042168674699,-46.8957831325301,-46.8957831325301,-46.8957831325301
19.389,26.9663157894737,-47.0336842105263,-47.0336842105263,-47.0336842105263
20.134,27.344,-46.656,-46.656,-46.656
20.88,27.6607317073171,-46.3392682926829,-46.3392682926829,-46.3392682926829
21.626,27.7297590361446,-46.2702409638554,-46.2702409638554,-46.2702409638554
22.371,27.5122891566265,-46.4877108433735,-46.4877108433735,-46.4877108433735
23.117,27.0089333333333,-46.9910666666667,-46.9910666666667,-46.9910666666667
23.863,27.7513414634147,-46.2486585365854,-46.2486585365854,-46.2486585365854
24.609,27.2993181818182,-46.7006818181818,-46.7006818181818,-46.7006818181818
25.354,26.6681927710843,-47.3318072289157,-47.3318072289157,-47.3318072289157
26.1,26.788125,-47.211875,-47.211875,-47.211875
26.846,25.8938554216868,-48.1061445783132,-48.1061445783132,-48.1061445783132
27.591,27.5749397590362,-46.4250602409638,-46.4250602409638,-46.4250602409638
28.337,25.6007228915663,-48.3992771084337,-48.3992771084337,-48.3992771084337
29.083,25.63625,-48.36375,-48.36375,-48.36375
29.829,25.888023255814,-48.111976744186,-48.111976744186,-48.111976744186
30.574,25.479012345679,-48.520987654321,-48.520987654321,-48.520987654321
31.32,24.8667088607595,-49.1332911392405,-49.1332911392405,-49.1332911392405
32.066,24.3248648648649,-49.6751351351351,-49.6751351351351,-49.6751351351351
32.811,24.5698780487805,-49.4301219512195,-49.4301219512195,-49.4301219512195
33.557,24.0421686746988,-49.9578313253012,-49.9578313253012,-49.9578313253012
34.303,23.5628048780488,-50.4371951219512,-50.4371951219512,-50.4371951219512
35.049,23.182962962963,-50.817037037037,-50.817037037037,-50.817037037037
35.794,23.0011764705883,-50.9988235294117,-50.9988235294117,-50.9988235294117
36.54,23.5165853658537,-50.4834146341463,-50.4834146341463,-50.4834146341463
37.286,22.7855421686747,-51.2144578313253,-51.2144578313253,-51.2144578313253
38.031,23.6230952380952,-50.3769047619048,-50.3769047619048,-50.3769047619048
38.777,23.3882352941177,-50.6117647058823,-50.6117647058823,-50.6117647058823
39.523,23.716125,-50.283875,-50.283875,-50.283875
40.269,24.4136585365854,-49.5863414634146,-49.5863414634146,-49.5863414634146
41.014,24.0575324675325,-49.9424675324675,-49.9424675324675,-49.9424675324675
41.76,23.9925,-50.0075,-50.0075,-50.0075
42.506,24.4463414634146,-49.5536585365854,-49.5536585365854,-49.5536585365854
