dir,snr,rx_f28,rx_f60,rx_f73
0,24.3357647058824,-49.6642352941176,-49.6642352941176,-49.6642352941176
0.746,23.6521621621622,-50.3478378378378,-50.3478378378378,-50.3478378378378
1.491,23.8347368421053,-50.1652631578947,-50.1652631578947,-50.1652631578947
2.237,25.1298780487805,-48.8701219512195,-48.8701219512195,-48.8701219512195
2.983,25.451625,-48.548375,-48.548375,-48.548375
3.729,26.5619277108434,-47.4380722891566,-47.4380722891566,-47.4380722891566
4.474,26.694756097561,-47.305243902439,-47.305243902439,-47.305243902439
5.22,26.415,-47.585,-47.585,-47.585
5.966,25.944756097561,-48.055243902439,-48.055243902439,-48.055243902439
6.711,28.0370886075949,-45.9629113924051,-45.9629113924051,-45.9629113924051
7.457,26.544880952381,-47.455119047619,-47.455119047619,-47.455119047619
8.203,26.5918072289157,-47.4081927710843,-47.4081927710843,-47.4081927710843
8.949,26.734696969697,-47.265303030303,-47.265303030303,-47.265303030303
9.694,25.7456097560976,-48.2543902439024,-48.2543902439024,-48.2543902439024
10.44,23.8858024691358,-50.1141975308642,-50.1141975308642,-50.1141975308642
11.186,24.4237037037037,-49.5762962962963,-49.5762962962963,-49.5762962962963
11.931,23.000375,-50.999625,-50.999625,-50.999625
12.677,21.2392771084337,-52.7607228915663,-52.7607228915663,-52.7607228915663
13.423,20.8015,-53.1985,-53.1985,-53.1985
14.169,21.3053086419753,-52.6946913580247,-52.6946913580247,-52.6946913580247
14.914,22.930125,-51.069875,-51.069875,-51.069875
15.66,22.758875,-51.241125,-51.241125,-51.241125
16.406,24.4593333333333,-49.5406666666667,-49.5406666666667,-49.5406666666667
17.151,24.9053947368421,-49.0946052631579,-49.0946052631579,-49.0946052631579
17.897,26.158024691358,-47.841975308642,-47.841975308642,-47.841975308642
18.643,27.4218518518519,-46.5781481481481,-46.5781481481481,-46.5781481481481
19.389,27.9493421052632,-46.0506578947368,-46.0506578947368,-46.0506578947368
20.134,28.6103797468355,-45.3896202531645,-45.3896202531645,-45.3896202531645
20.88,29.3342682926829,-44.6657317073171,-44.6657317073171,-44.6657317073171
21.626,29.9255421686747,-44.0744578313253,-44.0744578313253,-44.0744578313253
22.371,29.379156626506,-44.620843373494,-44.620843373494,-44.620843373494
23.117,29.3164,-44.6836,-44.6836,-44.6836
23.863,30.2818292682927,-43.7181707317073,-43.7181707317073,-43.7181707317073
24.609,29.9401136363637,-44.0598863636364,-44.0598863636364,-44.0598863636364
25.354,29.0479268292683,-44.9520731707317,-44.9520731707317,-44.9520731707317
26.1,29.6144303797468,-44.3855696202532,-44.3855696202532,-44.3855696202532
26.846,28.2721686746988,-45.7278313253012,-45.7278313253012,-45.7278313253012
27.591,30.2518072289157,-43.7481927710843,-43.7481927710843,-43.7481927710843
28.337,28.1310843373494,-45.8689156626506,-45.8689156626506,-45.8689156626506
29.083,27.986125,-46.013875,-46.013875,-46.013875
29.829,28.9950588235294,-45.0049411764706,-45.0049411764706,-45.0049411764706
30.574,29.0277777777778,-44.9722222222222,-44.9722222222222,-44.9722222222222
31.32,28.2551898734177,-45.7448101265823,-45.7448101265823,-45.7448101265823
32.066,27.2634246575343,-46.7365753424657,-46.7365753424657,-46.7365753424657
32.811,28.1134146341464,-45.8865853658536,-45.8865853658536,-45.8865853658536
33.557,27.9949397590362,-46.0050602409638,-46.0050602409638,-46.0050602409638
34.303,27.685,-46.315,-46.315,-46.315
35.049,27.7554430379747,-46.2445569620253,-46.2445569620253,-46.2445569620253
35.794,27.492,-46.508,-46.508,-46.508
36.54,28.0534146341464,-45.9465853658536,-45.9465853658536,-45.9465853658536
37.286,28.1107317073171,-45.8892682926829,-45.8892682926829,-45.8892682926829
38.031,28.9703797468355,-45.0296202531645,-45.0296202531645,-45.0296202531645
38.777,28.699880952381,-45.300119047619,-45.300119047619,-45.300119047619
39.523,27.45425,-46.54575,-46.54575,-46.54575
40.269,28.1914634146342,-45.8085365853658,-45.8085365853658,-45.8085365853658
41.014,27.7365789473684,-46.2634210526316,-46.2634210526316,-46.2634210526316
41.76,28.170875,-45.829125,-45.829125,-45.829125
42.506,27.9885,-46.0115,-46.0115,-46.0115
43.251,27.54175,-46.45825,-46.45825,-46.45825
43.997,27.4646987951807,-46.5353012048193,-46.5353012048193,-46.5353012048193
44.743,28.2265432098766,-45.7734567901234,-45.7734567901234,-45.7734567901234
45.489,28.1809638554217,-45.8190361445783,-45.8190361445783,-45.8190361445783
46.234,27.3483132530121,-46.6516867469879,-46.6516867469879,-46.6516867469879
46.98,28.3501204819277,-45.6498795180723,-45.6498795180723,-45.6498795180723
47.726,27.809756097561,-46.190243902439,-46.190243902439,-46.190243902439
48.471,28.9407142857143,-45.0592857142857,-45.0592857142857,-45.0592857142857
49.217,29.5027710843374,-44.4972289156626,-44.4972289156626,-44.4972289156626
49.963,29.5056962025317,-44.4943037974683,-44.4943037974683,-44.4943037974683
50.709,29.4586585365854,-44.5413414634146,-44.5413414634146,-44.5413414634146
51.454,29.5022222222222,-44.4977777777778,-44.4977777777778,-44.4977777777778
52.2,30.476091954023,-43.523908045977,-43.523908045977,-43.523908045977
52.946,30.4796341463415,-43.5203658536585,-43.5203658536585,-43.5203658536585
53.691,31.4594805194805,-42.5405194805195,-42.5405194805195,-42.5405194805195
54.437,29.3240506329114,-44.6759493670886,-44.6759493670886,-44.6759493670886
55.183,31.0171794871795,-42.9828205128205,-42.9828205128205,-42.9828205128205
55.929,30.535125,-43.464875,-43.464875,-43.464875
56.674,31.3898648648649,-42.6101351351351,-42.6101351351351,-42.6101351351351
57.42,32.322972972973,-41.677027027027,-41.677027027027,-41.677027027027
58.166,31.0502777777778,-42.9497222222222,-42.9497222222222,-42.9497222222222
58.911,30.6197590361446,-43.3802409638554,-43.3802409638554,-43.3802409638554
59.657,30.2569767441861,-43.7430232558139,-43.7430232558139,-43.7430232558139
60.403,30.8170731707317,-43.1829268292683,-43.1829268292683,-43.1829268292683
61.149,31.5728395061729,-42.4271604938271,-42.4271604938271,-42.4271604938271
61.894,30.7527631578947,-43.2472368421053,-43.2472368421053,-43.2472368421053
62.64,30.4482191780822,-43.5517808219178,-43.5517808219178,-43.5517808219178
63.386,31.0954320987654,-42.9045679012346,-42.9045679012346,-42.9045679012346
64.131,29.7259036144579,-44.2740963855422,-44.2740963855422,-44.2740963855422
64.877,29.8294520547945,-44.1705479452055,-44.1705479452055,-44.1705479452055
65.623,29.3084337349398,-44.6915662650602,-44.6915662650602,-44.6915662650602
66.369,29.3737804878049,-44.6262195121951,-44.6262195121951,-44.6262195121951
67.114,28.6397368421053,-45.3602631578947,-45.3602631578947,-45.3602631578947
67.86,28.8664473684211,-45.1335526315789,-45.1335526315789,-45.1335526315789
68.606,28.6316049382716,-45.3683950617284,-45.3683950617284,-45.3683950617284
69.351,27.7413513513514,-46.2586486486486,-46.2586486486486,-46.2586486486486
70.097,29.11,-44.89,-44.89,-44.89
70.843,28.6765573770492,-45.3234426229508,-45.3234426229508,-45.3234426229508
71.589,26.8845833333333,-47.1154166666667,-47.1154166666667,-47.1154166666667
72.334,28.7111111111111,-45.2888888888889,-45.2888888888889,-45.2888888888889
73.08,27.1237142857143,-46.8762857142857,-46.8762857142857,-46.8762857142857
73.826,27.6384415584416,-46.3615584415584,-46.3615584415584,-46.3615584415584
74.571,27.2812162162162,-46.7187837837838,-46.7187837837838,-46.7187837837838
75.317,27.5614666666667,-46.4385333333333,-46.4385333333333,-46.4385333333333
76.063,28.7475,-45.2525,-45.2525,-45.2525
76.809,27.3178461538462,-46.6821538461538,-46.6821538461538,-46.6821538461538
77.554,25.9171428571429,-48.0828571428571,-48.0828571428571,-48.0828571428571
78.3,27.3731578947369,-46.6268421052631,-46.6268421052631,-46.6268421052631
79.046,27.2328571428572,-46.7671428571428,-46.7671428571428,-46.7671428571428
79.791,27.2095945945946,-46.7904054054054,-46.7904054054054,-46.7904054054054
80.537,26.214776119403,-47.785223880597,-47.785223880597,-47.785223880597
81.283,27.54,-46.46,-46.46,-46.46
82.029,25.9413043478261,-48.0586956521739,-48.0586956521739,-48.0586956521739
82.774,27.3871428571429,-46.6128571428571,-46.6128571428571,-46.6128571428571
83.52,26.1555263157895,-47.8444736842105,-47.8444736842105,-47.8444736842105
84.266,25.5155844155844,-48.4844155844156,-48.4844155844156,-48.4844155844156
